100,0.011901
200,0.020518
300,0.037754
400,0.044730
500,0.059503
600,0.068942
700,0.078791
800,0.091512
900,0.103413
1000,0.102592
2000,0.224882
3000,0.373846
4000,0.614321
5000,0.694753
6000,0.869570
7000,0.940975
8000,1.031255
9000,1.301687
10000,1.485944
20000,2.994867
30000,4.849321
40000,7.060385
50000,9.648577
60000,15.346950
70000,12.334027
80000,16.735225
90000,18.266719
100000,18.620457

