100,0.003693
200,0.002872
300,0.002052
400,0.002462
500,0.002873
600,0.004924
700,0.006566
800,0.004514
900,0.004924
1000,0.005745
2000,0.009848
3000,0.014773
4000,0.019287
5000,0.025442
6000,0.028726
7000,0.047192
8000,0.055810
9000,0.054989
10000,0.050885
20000,0.099719
30000,0.267970
40000,0.242118
50000,0.277819
60000,0.451815
70000,0.429246
80000,0.401340
90000,0.469872
100000,0.586826

