100,0.000000
200,0.000000
300,0.000000
400,0.000000
500,0.000000
600,0.000000
700,0.997800
800,0.000000
900,0.998900
1000,0.000000
2000,0.000000
3000,0.997700
4000,0.997700
5000,0.998300
6000,1.996200
7000,0.999300
8000,0.999100
9000,1.962900
10000,1.995900
20000,2.963600
30000,3.991400
40000,5.991000
50000,7.979700
60000,8.981400
70000,9.942400
80000,11.937600
90000,15.958200
100000,16.955700
