100,0.0
200,0.0
300,15.73634147644043
400,31.14461898803711
500,46.886444091796875
600,78.13048362731934
700,93.76263618469238
800,156.27527236938477
900,203.15313339233398
1000,203.28211784362793
2000,765.7394409179688
3000,1672.2455024719238
4000,3062.8178119659424
5000,6405.55214881897
6000,13364.182710647583
7000,13558.398723602295
8000,24480.490684509277
9000,19928.36308479309
10000,37465.256690979004
20000,121824.7926235199
30000,308716.591835022
40000,484584.1369628906
50000,756402.9593467712
60000,1095906.892299652
70000,1498443.042755127
80000,1871733.1237792969
90000,2368622.9159832
100000,2751811.651468277
